name_ja,city_code,area,hotel_type_guess,source,ranking_info
御宿野乃なんば,osaka,namba_dotonbori,business_hotel,letsgojp,Dormy Inn系; 天然温泉; 全馆畳敷
ホテル阪急レスパイア大阪,osaka,umeda_kita,city_hotel,tw_blog,梅田; Yodobashi上层; 482室
Fawn Hotel,osaka,tennoji_shinsekai,boutique_hotel,tw_blog,台湾人经营; 零语言障碍
VIA INN 阿倍野天王寺,osaka,tennoji_shinsekai,business_hotel,tw_blog,天王寺站5min
MIMARU大阪心斎橋NORTH,osaka,shinsaibashi,apart_hotel,letsgojp,忍者房; 亲子特化
Vessel Inn Namba,osaka,namba_dotonbori,business_hotel,letsgojp,难波站25号出口2min
ホテルグランヴィア大阪,osaka,umeda_kita,city_hotel,letsgojp,JR大阪站直结
ウォルドーフ・アストリア大阪,osaka,umeda_kita,luxury_hotel,tw_blog_multi,2025新开; Hilton最高端
キャノピーbyヒルトン大阪梅田,osaka,umeda_kita,city_hotel,tw_blog_multi,2024新开; Hilton lifestyle
ホテルグレイスリーなんば,osaka,namba_dotonbori,city_hotel,tw_blog_multi,难波; 哥斯拉楼顶
コンフォートホテル大阪心斎橋,osaka,shinsaibashi,business_hotel,tw_blog_multi,免费早餐; 连锁
APA Hotel Namba Shinsaibashi,osaka,namba_dotonbori,business_hotel,tw_blog_multi,APA; 超低价
ibis Styles Osaka Namba,osaka,namba_dotonbori,business_hotel,tw_blog_multi,Accor系; 设计感
プリンススマートイン大阪難波,osaka,namba_dotonbori,business_hotel,tw_blog_multi,Prince系; 大浴场
ベッセルカンパーナ大阪心斎橋,osaka,shinsaibashi,city_hotel,tw_blog_multi,Vessel上位; 大浴场
フォーツ近鉄大阪難波,osaka,namba_dotonbori,business_hotel,tw_blog_multi,近铁系; 新品牌
ホテル日航大阪 別邸,osaka,shinsaibashi,luxury_hotel,tw_blog_multi,日航上位; 心斋桥
ダイワロイネットホテル大阪難波,osaka,namba_dotonbori,business_hotel,tw_blog_multi,难波; 连锁
ダイワロイネットホテル大阪心斎橋,osaka,shinsaibashi,business_hotel,tw_blog_multi,心斋桥; 连锁
相鉄グランドフレッサ大阪なんば,osaka,namba_dotonbori,business_hotel,tw_blog_multi,相铁上位; 大浴场
ドーミーイン心斎橋,osaka,shinsaibashi,business_hotel,tw_blog_multi,天然温泉; 免费宵夜拉面
ドーミーインPREMIUM大阪北浜,osaka,honmachi,business_hotel,tw_blog_multi,北浜; 天然温泉
ホテルWBF難波元町,osaka,namba_dotonbori,business_hotel,tw_blog_multi,难波; 超低价
ホテルWBFなんばBUNRAKU,osaka,namba_dotonbori,business_hotel,tw_blog_multi,难波; 文乐剧场旁
ナンバオリエンタルホテル,osaka,namba_dotonbori,city_hotel,tw_blog_multi,难波站直结; 老牌
大阪なんばワシントンホテルプラザ,osaka,namba_dotonbori,business_hotel,tw_blog_multi,难波; 连锁; 性价比
ホテルモントレ大阪,osaka,umeda_kita,city_hotel,tw_blog_multi,梅田; 欧式
ハートンホテル心斎橋,osaka,shinsaibashi,business_hotel,tw_blog_multi,心斋桥站近
ホテル京セラ,osaka,tennoji_shinsekai,city_hotel,tw_blog_multi,天王寺; 大型
変なホテル大阪なんば,osaka,namba_dotonbori,business_hotel,tw_blog_multi,机器人酒店; 难波
変なホテル大阪心斎橋,osaka,shinsaibashi,business_hotel,tw_blog_multi,机器人酒店; 恐龙前台
大阪シティホテル京橋,osaka,osaka_castle_area,business_hotel,tw_blog_multi,京桥站; 低价
ホテルビスタプレミオ大阪本町,osaka,honmachi,city_hotel,tw_blog_multi,本町站; 中高端
大阪新阪急ホテル,osaka,umeda_kita,city_hotel,tw_blog_multi,梅田; 老牌; 阪急
からくさホテルプレミア大阪なんば,osaka,namba_dotonbori,city_hotel,tw_blog_multi,唐草上位; 难波
ホテルリソルトリニティ大阪,osaka,namba_dotonbori,business_hotel,tw_blog_multi,Resol连锁; 设计感
ホテルシーガルてんぽーざん,osaka,bay_area,business_hotel,tw_blog_multi,天保山; 海游馆旁
ユニバーサルスタジオ シンギュラリホテル,osaka,bay_area,city_hotel,tw_blog_multi,USJ旁; 天然温泉
ホテルモントレ ル・フレール大阪,osaka,shinsaibashi,city_hotel,tw_blog_multi,Monterey姐妹
三井ガーデンホテル大阪淀屋橋,osaka,honmachi,city_hotel,tw_blog_multi,淀屋桥; 三井花园系
ダブルツリーbyヒルトン大阪城,osaka,osaka_castle_area,city_hotel,2024_new,2024.5; 天满桥站5min; 373室
キャプション by Hyatt なんば大阪,osaka,namba_dotonbori,city_hotel,2024_new,2024.6; Hyatt新品牌日本首家
カンデオホテルズ大阪ザ・タワー,osaka,umeda_kita,city_hotel,2024_new,2024.7; 135m展望露天风吕
フォーポイントフレックス by シェラトン大阪梅田,osaka,umeda_kita,business_hotel,2024_new,2024.11; Marriott系
フォーポイントフレックス by シェラトン大阪心斎橋,osaka,shinsaibashi,business_hotel,2024_new,2024; Marriott系
フォーポイントフレックス by シェラトン大阪北浜,osaka,honmachi,business_hotel,2024_new,2024; Marriott系
フォーポイントフレックス by シェラトン大阪本町,osaka,honmachi,business_hotel,2024_new,2024; Marriott系
アパホテル&リゾート大阪なんば駅前タワー,osaka,namba_dotonbori,business_hotel,2024_new,2024.12; APA大型タワー
TONES OSAKA,osaka,umeda_kita,boutique_hotel,2025_new,2025.2; Aldo Rossi设计外观
ホテル阪急グランレスパイア大阪,osaka,umeda_kita,city_hotel,2025_new,2025.3; 482室; うめきた温泉
Garner Hotel大阪本町駅,osaka,honmachi,business_hotel,2025_new,2025新开
ファーイーストビレッジホテル大阪本町,osaka,honmachi,business_hotel,2025_new,2025新开; Far East系
KOKO HOTEL大阪なんば千日前,osaka,namba_dotonbori,business_hotel,2025_new,2025新开
Series by Marriott大阪,osaka,umeda_kita,city_hotel,2025_new,2025; 日本首家; 小红书热门
スターゲイトホテル関西エアポート,rinku,rinku_izumisano,city_hotel,multiple,关西机场对岸; 临空城最高楼
REF関西空港 by VESSEL HOTELS,rinku,rinku_izumisano,city_hotel,user,新开; Vessel系; 泉佐野; 中国游客热门
大阪ステーションホテル オートグラフ コレクション,osaka,umeda_kita,luxury_hotel,web_search,JR大阪站直结; 2024新开; Marriott系
アロフト大阪堂島,osaka,umeda_kita,boutique_hotel,web_search,音楽lifestyle; Marriott系
THE BOLY OSAKA,osaka,honmachi,boutique_hotel,web_search,北浜; 土佐堀川沿い; リバービュー
ザ・ライブリー大阪本町,osaka,honmachi,boutique_hotel,web_search,174室; 间接照明; 非日常
星野リゾート リゾナーレ大阪,osaka,bay_area,resort_hotel,web_search,470㎡キッズアトリエ; 天保山; 亲子
アンダの森 大阪天王寺タワー,osaka,tennoji_shinsekai,resort_hotel,web_search,2025.4; オールインクルーシブ; 巨大キッズスペース
MIMARU大阪 難波NORTH,osaka,namba_dotonbori,apart_hotel,web_search,アニメコラボ; 2段ベッド; 亲子
ドーミーインPREMIUM なんば,osaka,namba_dotonbori,business_hotel,web_search,难波Dormy Inn; 天然温泉; 免费宵夜
Hotel Sanrriott Shinsaibashi,osaka,shinsaibashi,business_hotel,xiaohongshu,心斋桥10min; CNY380; 小红书实住
リブマックスホテル梅田中央,osaka,umeda_kita,business_hotel,xiaohongshu,梅田站15min; CNY271; 小红书实住
大阪新阪神ホテル別館,osaka,umeda_kita,business_hotel,xiaohongshu_ctrip,梅田; 阪神系; 中国游客热门
voco大阪セントラル,osaka,honmachi,city_hotel,old_pool,IHG新品牌; 肥後橋
Hotel The Mitsui Kyoto,kyoto,nijo_central,luxury_hotel,michelin,3 Keys (2025); Forbes 4-star spa
Aman Kyoto,kyoto,northern_higashiyama,luxury_hotel,michelin,2 Keys (2025)
The Shinmonzen,kyoto,gion_higashiyama,boutique_hotel,michelin,2 Keys (2025); Tadao Ando design
Ace Hotel Kyoto,kyoto,nijo_central,boutique_hotel,michelin,1 Key (2025); Kengo Kuma design
Banyan Tree Higashiyama Kyoto,kyoto,gion_higashiyama,luxury_hotel,michelin,1 Key (2025 new)
Dusit Thani Kyoto,kyoto,kyoto_station,luxury_hotel,michelin,1 Key (2025)
Four Seasons Hotel Kyoto,kyoto,gion_higashiyama,luxury_hotel,michelin,1 Key (2025)
Hotel Seiryu Kyoto Kiyomizu,kyoto,gion_higashiyama,boutique_hotel,michelin,1 Key (2025); former elementary school
Hotel The Celestine Kyoto Gion,kyoto,gion_higashiyama,city_hotel,michelin,1 Key (2025 2nd consecutive)
MUNI KYOTO by Onko Chishin,kyoto,arashiyama,boutique_hotel,michelin,1 Key (2025)
Park Hyatt Kyoto,kyoto,gion_higashiyama,luxury_hotel,michelin,1 Key (2025)
ROKU KYOTO LXR Hotels & Resorts,kyoto,northern_higashiyama,luxury_hotel,michelin,1 Key (2025)
Six Senses Kyoto,kyoto,northern_higashiyama,luxury_hotel,michelin,1 Key (2025)
Garrya Nijo Castle Kyoto,kyoto,nijo_central,boutique_hotel,michelin,1 Key (2025)
Conrad Osaka,osaka,umeda_kita,luxury_hotel,michelin,1 Key (2025); all rooms 50sqm+
InterContinental Osaka,osaka,umeda_kita,luxury_hotel,michelin,1 Key (2025)
The Ritz-Carlton Osaka,osaka,umeda_kita,luxury_hotel,michelin,1 Key (2025); Forbes 5-star
W Osaka,osaka,shinsaibashi,luxury_hotel,michelin,1 Key (2025); Japan first W
Patina Osaka,osaka,osaka_castle_area,luxury_hotel,michelin,1 Key (2025 new); Osaka Castle
Four Seasons Hotel Osaka,osaka,osaka_castle_area,luxury_hotel,michelin,1 Key (2025 new)
JW Marriott Hotel Nara,nara,kintetsu_nara_station,luxury_hotel,michelin,1 Key (2025); only 5-star Nara
アルモニーアンブラッセ大阪,osaka,umeda_kita,boutique_hotel,ikyu,安藤忠雄设计; 全室阳台
丸福楼,kyoto,shijo_kawaramachi,boutique_hotel,multiple,任天堂旧总部; 安藤忠雄设计
ホテルロイヤルクラシック大阪,osaka,namba_dotonbori,luxury_hotel,tw_blog_multi,难波站直结; 隈研吾设计
NIPPONIA HOTEL Nara Naramachi,nara,naramachi,boutique_hotel,reference,Machiya renovation
カンデオホテルズ京都烏丸六角,kyoto,shijo_kawaramachi,city_hotel,tw_blog,百年町屋入口; 天空桑拿; TWD4800-7500
町家レジデンスイン京都,kyoto,shijo_kawaramachi,machiya,machiya,64栋; 完全私人; 文化体验
季楽 京都 (Nazuna),kyoto,shijo_kawaramachi,machiya,machiya,米其林4年连续; 抹茶点前; 露天风吕
葵 KYOTO STAY,kyoto,shijo_kawaramachi,machiya,machiya,7栋; 骨董品; 鸭川川床テラス
藏や (Kuraya),kyoto,shijo_kawaramachi,machiya,machiya,筑100年; 一栋贷一日一组
祇園新橋 梅庵,kyoto,gion_higashiyama,machiya,machiya,1日2组; 坪庭+半露天风吕
Hotel Kanra Kyoto,kyoto,kyoto_station,boutique_hotel,letsgojp,设计酒店; 京町家风
Nazuna京都東本願寺,kyoto,kyoto_station,machiya,2024_new,2024.11; 筑100年町家再生; 全7室
Hoshinoya Kyoto,kyoto,arashiyama,luxury_ryokan,michelin,1 Key (2025 new)
Fufu Kyoto,kyoto,northern_higashiyama,luxury_ryokan,michelin,1 Key (2025)
Hiiragiya,kyoto,shijo_kawaramachi,luxury_ryokan,michelin,1 Key (2025); Kyoto gosanke; est.1818
Kanamean Nishitomiya,kyoto,shijo_kawaramachi,luxury_ryokan,michelin,1 Key (2025)
俵屋旅館 (Tawaraya),kyoto,shijo_kawaramachi,luxury_ryokan,multiple,Kyoto gosanke #1
炭屋旅館 (Sumiya),kyoto,shijo_kawaramachi,luxury_ryokan,multiple,Kyoto gosanke; tea ceremony
神戸みなと温泉 蓮,kobe,harborland_meriken,onsen_hotel,ikyu,4yr #1 onsen hotel
有馬温泉 欽山,arima,arima_onsen_town,luxury_ryokan,ikyu,#1 Arima; kaiseki
中の坊瑞苑,arima,arima_onsen_town,luxury_ryokan,google_ikyu,Google 4.6/637; gold+silver
陶泉 御所坊,arima,arima_onsen_town,luxury_ryokan,google_ikyu,Google 4.5/625; est.1191
竹取亭円山,arima,arima_onsen_town,ryokan,google,Google 4.5/435
有馬グランドホテル,arima,arima_onsen_town,onsen_hotel,google,Google 4.4/2913; largest
兵衛向陽閣,arima,arima_onsen_town,ryokan,google_ikyu,Google 4.4/2154; 700yr
ホテル花小宿,arima,arima_onsen_town,boutique_hotel,google,Google 4.4/252
天地の宿 奥の細道,arima,arima_onsen_town,luxury_ryokan,google_mybest,chef performance; gold spring
四季の彩 旅篭,arima,arima_onsen_town,ryokan,google_ikyu,private bath popular
有馬温泉 月光園 鴻朧館,arima,arima_onsen_town,ryokan,google_ikyu,autumn foliage view; room dining
銀水荘 兆楽,arima,arima_onsen_town,ryokan,google_ikyu,gold+silver; Kobe beef
有馬山叢 御所別墅,arima,arima_onsen_town,luxury_ryokan,reference,400yr; private bath suites
根岸屋旅鳳閣,arima,arima_onsen_town,ryokan,reference,Reference list
有馬御苑,arima,arima_onsen_town,ryokan,reference,Kobe beef restaurant; 1min onsen street
西村屋ホテル招月庭,kinosaki,kinosaki_onsen_town,luxury_ryokan,rakuten,Rakuten #1; 50000-tsubo garden
西村屋本館,kinosaki,kinosaki_onsen_town,luxury_ryokan,rakuten,Edo Ansei era
三木屋,kinosaki,kinosaki_onsen_town,ryokan,reference,Shiga Naoya; cultural property
城崎温泉 喜楽,kinosaki,kinosaki_onsen_town,ryokan,multiple,Pottery experience
花小路 彩月,kinosaki,kinosaki_onsen_town,luxury_ryokan,multiple,4 groups/day; creative cuisine
大西屋水翔苑,kinosaki,kinosaki_onsen_town,ryokan,reference,All-tatami; family-friendly
但馬屋,kinosaki,kinosaki_onsen_town,ryokan,reference,Private onsen; couples; crab
城崎温泉 山本屋,kinosaki,kinosaki_onsen_town,ryokan,reference,Reference list
森津屋,kinosaki,kinosaki_onsen_town,ryokan,reference,Reference list
つたや旅館,kinosaki,kinosaki_onsen_town,ryokan,multiple,Art & history ryokan
Fufu Nara,nara,nara_park_area,luxury_ryokan,michelin,1 Key (2025)
Hotel Kawakyu,shirahama,shirahama_beachfront,luxury_hotel,reference,All-suite; ocean view
INFINITO Hotel & Spa Nanki Shirahama,shirahama,shirahama_beachfront,resort_hotel,reference,Reference list
Shiraraso Grand Hotel,shirahama,shirahama_beachfront,onsen_hotel,reference,Reference list
Shirahama Key Terrace Hotel Seamore,shirahama,shirahama_beachfront,onsen_hotel,reference,Renovated
南禅寺参道 菊水,kyoto,northern_higashiyama,luxury_ryokan,ikyu,全5室; 米其林3星主厨; 红叶庭园; JPY52900~
四条河原町温泉 空庭テラス京都,kyoto,shijo_kawaramachi,onsen_hotel,hk01_booking_ctrip,河原町站1min; 屋顶东山景观温泉; Booking情侣9.7; 携程4.7/981评
四条河原町温泉 空庭テラス京都 別邸,kyoto,shijo_kawaramachi,luxury_ryokan,hk01_rakuten,全室露天风吕付; 鸭川+东山パノラマ
神戸港温泉 蓮,kobe,harborland_meriken,onsen_hotel,tw_blog,天然温泉; 成人限定; 怀石; TWD12000-20000
高山荘 華野,arima,arima_onsen_town,luxury_ryokan,tw_blog,金银汤; 静谧; TWD24000起
花結び,arima,arima_onsen_town,ryokan,tw_blog,金汤露天; 按摩椅; TWD13000起
元湯 古泉閣,arima,arima_onsen_town,ryokan,tw_blog,自家泉源金汤; 岩风吕; TWD6100起
月光園 游月山荘,arima,arima_onsen_town,ryokan,tw_blog,溪边露天; 月光桥; TWD8300-10000
大阪LIBERホテル,osaka,bay_area,onsen_hotel,letsgojp,桜岛站; 天然碳酸泉; USJ1站
有馬ロイヤルホテル,arima,arima_onsen_town,onsen_hotel,jtb,天然温泉露天风吕
陵楓閣,arima,arima_onsen_town,ryokan,tw_blog,森林包围; 秋枫红; 金银汤; TWD6180起
銀花,kinosaki,kinosaki_onsen_town,luxury_ryokan,relux,全16室リバービュー; 桧展望风吕; 活松叶蟹
蟹宿むつの屋,kinosaki,kinosaki_onsen_town,ryokan,multiple,城崎中心; 蟹专门
山しろや旅館,kinosaki,kinosaki_onsen_town,ryokan,multiple,但馬牛+蟹; 家族経营
月への舟,arima,arima_onsen_town,ryokan,2025_new,2025新客室; 自家源泉
京湯元 ハトヤ瑞鳳閣,kyoto,kyoto_station,onsen_hotel,web_search,京都站5min; 自家源泉东山/西山の湯
湯楽,kinosaki,kinosaki_onsen_town,ryokan,web_search,色浴衣レンタル; 外汤无料; 女子旅
深山,kinosaki,kinosaki_onsen_town,ryokan,web_search,大正モダンリニューアル
有馬きらり,arima,arima_onsen_town,onsen_hotel,old_pool,有马温泉旅馆
かに庵,kinosaki,kinosaki_onsen_town,ryokan,old_pool,城崎; 蟹料理旅馆
丸山,kinosaki,kinosaki_onsen_town,ryokan,old_pool,城崎; luxury级
新泉,kinosaki,kinosaki_onsen_town,ryokan,old_pool,城崎旅馆
月明かり,kinosaki,kinosaki_onsen_town,ryokan,old_pool,城崎旅馆
泉翠,kinosaki,kinosaki_onsen_town,ryokan,old_pool,城崎旅馆
艷郷,kinosaki,kinosaki_onsen_town,ryokan,old_pool,城崎旅馆
春日ホテル,nara,nara_park_area,ryokan,reference,Reference list
花やしき浮舟園,uji,uji_central,ryokan,reference,Uji River side
松井本館,kyoto,shijo_kawaramachi,ryokan,tw_blog,怀石料理; 大浴场; TWD12000-20000
天ぷら吉川,kyoto,shijo_kawaramachi,ryokan,ikyu,全8室; 远州流庭园; 天妇罗会席
柚子屋旅館,kyoto,gion_higashiyama,ryokan,ikyu,祗园; 柚子锅怀石; JPY30300~
もみぢ家本館 高雄山荘,kyoto,takao,ryokan,ikyu,川床料理4-9月; 舞子京舞; JPY27500~
純和風料理旅館 き乃ゑ,kyoto,gion_higashiyama,ryokan,ikyu,祗园东山; 月替京怀石部屋食; 坐禅体验
嵐山温泉 花伝抄,kyoto,arashiyama,ryokan,ikyu,阪急岚山站1min; 5个贷切风吕; TWD12000起
古都の宿 むさし野,nara,nara_park_area,ryokan,blog,奈良县最古旅馆; 奈良公园内; 鹿入园
江戸三,nara,nara_park_area,ryokan,blog,草庵风离; 窗外即鹿; 若草锅
和鹿彩 別邸,nara,nara_park_area,ryokan,blog,东大寺膝元; 大和怀石料理
遊景の宿 平城,nara,nara_park_area,ryokan,blog,若草山中腹; 夜景; 露天风吕付客室
四季亭,nara,nara_park_area,ryokan,multiple,奈良公園; 创业100余年
大原温泉 お宿 芹生,kyoto,ohara,ryokan,icotto,大原三千院; 天然温泉; 冬牡丹锅
茶六別館,amanohashidate,amanohashidate,ryokan,icotto,天桥立; 数寄屋造り; 宮津温泉
文珠荘 松露亭,amanohashidate,amanohashidate,luxury_ryokan,icotto,天桥立; 四季丹後料理
飛鳥荘,nara,nara_park_area,ryokan,web_search,奈良公園5min; 露天風呂望興福寺; 料亭旅館
渡月亭,kyoto,arashiyama,ryokan,ikyu,明治三十年; 岚山红叶; 京会席; JPY25900~
もみぢ家別館 川の庵,kyoto,takao,ryokan,ikyu,高尾山; 专用吊桥; 红叶; 川床
ザ・プリンス 京都宝ヶ池,kyoto,northern_higashiyama,city_hotel,ikyu,村野藤吾设计; 比叡山红叶; 全室36㎡+
ザ グランド ウェスト 嵐山,kyoto,arashiyama,boutique_hotel,ikyu,全10室53㎡+; 岚山红叶客室
恵光院,koyasan,koyasan_temple_town,shukubo,reference,Most popular foreign guests; onsen
一乗院,koyasan,koyasan_temple_town,shukubo,reference,Famous shojin ryori
蓮華定院,koyasan,koyasan_temple_town,shukubo,reference,Reference list
金光院 ほたる庵,kyoto,northern_higashiyama,shukubo,shukubo,2025.3新开; 1日1组; JPY28000~
智積院会館,kyoto,gion_higashiyama,shukubo,shukubo,真言宗总本山; 金堂朝勤+护摩; 精进料理
仁和寺 御室会館,kyoto,northern_higashiyama,shukubo,shukubo,世界遗产; 国宝金堂朝勤; 大浴场
知恩院 和順会館,kyoto,gion_higashiyama,shukubo,shukubo,浄土宗总本山; 大浴场; 精进料理
妙心寺 東林院,kyoto,northern_higashiyama,shukubo,shukubo,沙罗双树庭园; 精进料理教室
鹿王院,kyoto,arashiyama,shukubo,shukubo,女性专用; JPY5000; 名物がんもどき
薬師院,kyoto,shijo_kawaramachi,shukubo,shukubo,1日1组; 普茶料理; JPY15800~
福智院,koyasan,koyasan_temple_town,shukubo,shukubo,温泉宿坊; 创作精进料理; 庭园
西門院,koyasan,koyasan_temple_town,shukubo,shukubo,900年; 手作胡麻豆腐; 写经
西南院,koyasan,koyasan_temple_town,shukubo,shukubo,800年; 重森三玲庭园; 山内唯一温泉
清浄心院,koyasan,koyasan_temple_town,shukubo,shukubo,弘法大师开创; 高野豆腐
赤松院,koyasan,koyasan_temple_town,shukubo,shukubo,1100年; 2000坪庭园
不動院,koyasan,koyasan_temple_town,shukubo,old_pool,高野山宿坊
常喜院,koyasan,koyasan_temple_town,shukubo,old_pool,高野山宿坊
持明院,koyasan,koyasan_temple_town,shukubo,old_pool,高野山宿坊
龍泉院,koyasan,koyasan_temple_town,shukubo,old_pool,高野山宿坊
